期號,開獎日期,球號,球號_1,球號_2,球號_3,球號_4,單雙,和值,均值,同尾,連號,首尾差,尾數和,首數和
97074,2008/4/11,5,16,30,34,37,2:3,122,24,,,32,22,10
97075,2008/4/14,2,10,17,18,21,2:3,68,13,,"17,18",19,18,5
97076,2008/4/15,6,18,25,26,31,2:3,106,21,6尾(2),"25,26",25,26,8
97077,2008/4/16,7,18,20,22,33,2:3,100,20,,,26,20,8
97078,2008/4/17,5,19,22,28,29,3:2,103,20,9尾(2),"28,29",24,33,7
97079,2008/4/18,11,12,20,32,35,2:3,110,22,2尾(2),"11,12",24,10,10
97080,2008/4/21,8,15,22,24,33,2:3,102,20,,,25,22,8
97081,2008/4/22,3,10,12,19,24,2:3,68,13,,,21,18,5
97082,2008/4/23,4,5,7,9,21,4:1,46,9,,"4,5",17,26,2
97083,2008/4/24,3,14,25,33,38,3:2,113,22,3尾(2),,35,23,9
97084,2008/4/25,4,7,11,19,24,3:2,65,13,4尾(2),,20,25,4
97085,2008/4/28,2,15,17,19,21,4:1,74,14,,,19,24,5
97086,2008/4/29,4,7,8,11,29,3:2,59,11,,"7,8",25,29,3
97087,2008/4/30,10,25,27,30,39,3:2,131,26,0尾(2),,29,21,11
97088,2008/5/1,5,17,20,25,34,3:2,101,20,5尾(2),,29,21,8
97089,2008/5/2,1,13,15,16,30,3:2,75,15,,"15,16",29,15,6
97090,2008/5/5,16,19,27,29,33,4:1,124,24,9尾(2),,17,34,9
97091,2008/5/6,8,16,17,33,38,2:3,112,22,8尾(2),"16,17",30,32,8
97092,2008/5/7,4,18,19,27,35,3:2,103,20,,"18,19",31,33,7
97093,2008/5/8,23,27,33,35,39,5:0,157,31,3尾(2),,16,27,13
97094,2008/5/9,5,24,26,32,34,1:4,121,24,4尾(2),,29,21,10
97095,2008/5/12,5,9,18,31,35,4:1,98,19,5尾(2),,30,28,7
97096,2008/5/13,6,21,29,31,36,3:2,123,24,"1尾(2), 6尾(2)",,30,23,10
97097,2008/5/14,4,28,31,36,37,2:3,136,27,,"36,37",33,26,11
97098,2008/5/15,11,18,21,27,38,3:2,115,23,"1尾(2), 8尾(2)",,27,25,9
97099,2008/5/16,13,18,20,21,23,3:2,95,19,3尾(2),"20,21",10,15,8
97100,2008/5/19,10,11,28,31,34,2:3,114,22,1尾(2),"10,11",24,14,10
97101,2008/5/20,4,18,24,28,38,0:5,112,22,"4尾(2), 8尾(3)",,34,32,8
97102,2008/5/21,8,12,20,34,35,1:4,109,21,,"34,35",27,19,9
97103,2008/5/22,11,21,25,31,38,4:1,126,25,1尾(3),,27,16,11
97104,2008/5/23,8,11,33,34,35,3:2,121,24,,"33,34,35",27,21,10
97105,2008/5/26,2,3,17,23,30,3:2,75,15,3尾(2),"2,3",28,15,6
97106,2008/5/27,30,31,32,33,38,2:3,164,32,,"30,31,32,33",8,14,15
97107,2008/5/28,1,3,30,31,39,4:1,104,20,1尾(2),"30,31",38,14,9
97108,2008/5/29,6,14,21,23,34,2:3,98,19,4尾(2),,28,18,8
97109,2008/5/30,16,23,25,30,33,3:2,127,25,3尾(2),,17,17,11
97110,2008/6/2,2,6,8,29,32,1:4,77,15,2尾(2),,30,27,5
97111,2008/6/3,6,9,19,33,35,4:1,102,20,9尾(2),,29,32,7
97112,2008/6/4,19,20,27,29,33,4:1,128,25,9尾(2),"19,20",14,28,10
97113,2008/6/5,4,17,23,27,29,4:1,100,20,7尾(2),,25,30,7
97114,2008/6/6,7,11,20,28,31,3:2,97,19,1尾(2),,24,17,8
97115,2008/6/9,7,16,20,27,35,3:2,105,21,7尾(2),,28,25,8
97116,2008/6/10,3,9,25,26,35,4:1,98,19,5尾(2),"25,26",32,28,7
97117,2008/6/11,7,11,14,19,20,3:2,71,14,,"19,20",13,21,5
97118,2008/6/12,12,17,29,35,39,4:1,132,26,9尾(2),,27,32,10
97119,2008/6/13,1,4,9,33,38,3:2,85,17,,,37,25,6
97120,2008/6/16,21,25,28,30,33,3:2,137,27,,,12,17,12
97121,2008/6/17,1,4,10,16,37,2:3,68,13,,,36,18,5
97122,2008/6/18,5,16,18,19,30,2:3,88,17,,"18,19",25,28,6
97123,2008/6/19,4,6,11,18,29,2:3,68,13,,,25,28,4
97124,2008/6/20,5,6,12,17,23,3:2,63,12,,"5,6",18,23,4
97125,2008/6/23,14,17,18,24,29,2:3,102,20,4尾(2),"17,18",15,32,7
97126,2008/6/24,5,7,13,27,35,5:0,87,17,"5尾(2), 7尾(2)",,30,27,6
97127,2008/6/25,6,7,18,28,34,1:4,93,18,8尾(2),"6,7",28,33,6
97128,2008/6/26,1,9,17,22,24,3:2,73,14,,,23,23,5
97129,2008/6/27,6,12,19,22,34,1:4,93,18,2尾(2),,28,23,7
97130,2008/6/30,5,20,31,36,37,3:2,129,25,,"36,37",32,19,11
97131,2008/7/1,6,9,10,35,36,2:3,96,19,6尾(2),"9,10|35,36",30,26,7
97132,2008/7/2,10,14,27,33,39,3:2,123,24,,,29,23,10
97133,2008/7/3,1,4,16,18,37,2:3,76,15,,,36,26,5
97134,2008/7/4,20,25,31,33,39,4:1,148,29,,,19,18,13
97135,2008/7/7,9,16,20,37,38,2:3,120,24,,"37,38",29,30,9
97136,2008/7/8,3,5,8,20,23,3:2,59,11,3尾(2),,20,19,4
97137,2008/7/9,1,11,17,21,34,4:1,84,16,1尾(3),,33,14,7
97138,2008/7/10,13,16,22,26,34,1:4,111,22,6尾(2),,21,21,9
97139,2008/7/11,5,10,12,30,34,1:4,91,18,0尾(2),,29,11,8
97140,2008/7/14,2,9,32,33,37,3:2,113,22,2尾(2),"32,33",35,23,9
97141,2008/7/15,2,20,25,27,28,2:3,102,20,,"27,28",26,22,8
97142,2008/7/16,3,8,16,17,30,2:3,74,14,,"16,17",27,24,5
97143,2008/7/17,2,8,20,25,27,2:3,82,16,,,25,22,6
97144,2008/7/18,9,13,19,23,39,5:0,103,20,"3尾(2), 9尾(3)",,30,33,7
97145,2008/7/21,5,10,17,19,23,4:1,74,14,,,18,24,5
97146,2008/7/22,5,6,19,21,28,3:2,79,15,,"5,6",23,29,5
97147,2008/7/23,4,18,22,26,30,0:5,100,20,,,26,20,8
97148,2008/7/24,1,8,11,13,38,3:2,71,14,"1尾(2), 8尾(2)",,37,21,5
97149,2008/7/25,8,17,26,28,32,1:4,111,22,8尾(2),,24,31,8
97150,2008/7/28,15,22,24,26,36,1:4,123,24,6尾(2),,21,23,10
97151,2008/7/29,6,12,13,32,38,1:4,101,20,2尾(2),"12,13",32,21,8
97152,2008/7/30,6,10,17,28,34,1:4,95,19,,,28,25,7
97153,2008/7/31,3,20,24,31,39,3:2,117,23,,,36,17,10
97154,2008/8/1,1,10,23,29,36,3:2,99,19,,,35,19,8
97155,2008/8/4,9,11,14,17,25,4:1,76,15,,,16,26,5
97156,2008/8/5,3,10,13,20,33,3:2,79,15,"0尾(2), 3尾(3)",,30,9,7
97157,2008/8/6,22,27,30,33,38,2:3,150,30,,,16,20,13
97158,2008/8/7,8,11,15,25,26,3:2,85,17,5尾(2),"25,26",18,25,6
97159,2008/8/8,1,6,14,17,31,3:2,69,13,1尾(2),,30,19,5
97160,2008/8/11,4,6,10,14,36,0:5,70,14,"4尾(2), 6尾(2)",,32,20,5
97161,2008/8/12,3,5,9,28,33,4:1,78,15,3尾(2),,30,28,5
97162,2008/8/13,3,8,29,32,34,2:3,106,21,,,31,26,8
97163,2008/8/14,18,22,25,28,39,2:3,132,26,8尾(2),,21,32,10
97164,2008/8/15,4,7,23,34,38,2:3,106,21,4尾(2),,34,26,8
97165,2008/8/18,2,4,23,27,32,2:3,88,17,2尾(2),,30,18,7
97166,2008/8/19,8,14,20,31,37,2:3,110,22,,,29,20,9
97167,2008/8/20,17,30,31,35,37,4:1,150,30,7尾(2),"30,31",20,20,13
97168,2008/8/21,12,13,23,28,37,3:2,113,22,3尾(2),"12,13",25,23,9
97169,2008/8/22,1,3,9,10,20,3:2,43,8,0尾(2),"9,10",19,13,3
97170,2008/8/25,11,20,21,24,35,3:2,111,22,1尾(2),"20,21",24,11,10
97171,2008/8/26,4,6,11,28,30,1:4,79,15,,,26,19,6
97172,2008/8/27,1,2,13,18,38,2:3,72,14,8尾(2),"1,2",37,22,5
97173,2008/8/28,1,16,31,33,37,4:1,118,23,1尾(2),,36,18,10
97174,2008/8/29,11,14,21,28,38,2:3,112,22,"1尾(2), 8尾(2)",,27,22,9
97175,2008/9/1,15,26,27,28,37,3:2,133,26,7尾(2),"26,27,28",22,33,10
97176,2008/9/2,4,6,20,21,35,2:3,86,17,,"20,21",31,16,7
97177,2008/9/3,1,5,28,32,33,3:2,99,19,,"32,33",32,19,8
97178,2008/9/4,3,13,30,37,39,4:1,122,24,3尾(2),,36,22,10
97179,2008/9/5,4,15,20,31,34,2:3,104,20,4尾(2),,30,14,9
97180,2008/9/8,1,10,18,31,37,3:2,97,19,1尾(2),,36,17,8
97181,2008/9/9,8,24,28,38,39,1:4,137,27,8尾(3),"38,39",31,37,10
97182,2008/9/10,2,16,28,32,33,1:4,111,22,2尾(2),"32,33",31,21,9
97183,2008/9/11,10,12,29,34,35,2:3,120,24,,"34,35",25,20,10
97184,2008/9/12,3,6,10,12,26,1:4,57,11,6尾(2),,23,17,4
97185,2008/9/15,2,11,16,26,37,2:3,92,18,6尾(2),,35,22,7
97186,2008/9/16,4,10,14,17,25,2:3,70,14,4尾(2),,21,20,5
97187,2008/9/17,8,16,33,36,37,2:3,130,26,6尾(2),"36,37",29,30,10
97188,2008/9/18,15,25,27,34,35,4:1,136,27,5尾(3),"34,35",20,26,11
97189,2008/9/19,2,13,17,23,27,4:1,82,16,"3尾(2), 7尾(2)",,25,22,6
97190,2008/9/22,10,15,16,25,33,3:2,99,19,5尾(2),"15,16",23,19,8
97191,2008/9/23,9,24,25,30,34,2:3,122,24,4尾(2),"24,25",25,22,10
97192,2008/9/24,6,18,19,27,30,2:3,100,20,,"18,19",24,30,7
97193,2008/9/25,1,13,16,23,32,3:2,85,17,3尾(2),,31,15,7
97194,2008/9/26,5,12,27,34,39,3:2,117,23,,,34,27,9
97195,2008/9/29,4,13,19,22,37,3:2,95,19,,,33,25,7
97196,2008/9/30,2,3,15,19,32,3:2,71,14,2尾(2),"2,3",30,21,5
97197,2008/10/1,13,15,23,25,34,4:1,110,22,"3尾(2), 5尾(2)",,21,20,9
97198,2008/10/2,3,4,12,19,35,3:2,73,14,,"3,4",32,23,5
97199,2008/10/3,7,21,23,27,36,4:1,114,22,7尾(2),,29,24,9
97200,2008/10/6,5,12,16,24,32,1:4,89,17,2尾(2),,27,19,7
97201,2008/10/7,10,18,19,23,30,2:3,100,20,0尾(2),"18,19",20,20,8
97202,2008/10/8,2,15,32,34,37,2:3,120,24,2尾(2),,35,20,10
97203,2008/10/9,1,4,19,20,37,3:2,81,16,,"19,20",36,21,6
97204,2008/10/10,1,6,8,25,36,2:3,76,15,6尾(2),,35,26,5
97205,2008/10/13,6,10,11,13,14,2:3,54,10,,"10,11|13,14",8,14,4
97206,2008/10/14,2,14,15,35,38,2:3,104,20,5尾(2),"14,15",36,24,8
97207,2008/10/15,3,4,8,23,26,2:3,64,12,3尾(2),"3,4",23,24,4
97208,2008/10/16,10,14,23,32,38,1:4,117,23,,,28,17,10
97209,2008/10/17,3,4,6,30,38,1:4,81,16,,"3,4",35,21,6
97210,2008/10/20,3,4,5,24,31,3:2,67,13,4尾(2),"3,4,5",28,17,5
97211,2008/10/21,8,14,21,25,28,2:3,96,19,8尾(2),,20,26,7
97212,2008/10/22,9,11,16,21,33,4:1,90,18,1尾(2),,24,20,7
97213,2008/10/23,8,34,36,37,39,2:3,154,30,,"36,37",31,34,12
97214,2008/10/24,5,21,24,32,38,2:3,120,24,,,33,20,10
97215,2008/10/27,3,18,31,32,33,3:2,117,23,3尾(2),"31,32,33",30,17,10
97216,2008/10/28,3,4,15,28,38,2:3,88,17,8尾(2),"3,4",35,28,6
97217,2008/10/29,17,18,19,26,30,2:3,110,22,,"17,18,19",13,30,8
97218,2008/10/30,5,9,17,26,32,3:2,89,17,,,27,29,6
97219,2008/10/31,5,29,31,35,38,4:1,138,27,5尾(2),,33,28,11
97220,2008/11/3,11,23,27,33,36,4:1,130,26,3尾(2),,25,20,11
97221,2008/11/4,5,9,10,15,25,4:1,64,12,5尾(3),"9,10",20,24,4
97222,2008/11/5,1,24,31,34,37,3:2,127,25,"1尾(2), 4尾(2)",,36,17,11
97223,2008/11/6,1,8,12,13,35,3:2,69,13,,"12,13",34,19,5
97224,2008/11/7,3,5,7,22,28,3:2,65,13,,,25,25,4
97225,2008/11/10,4,19,26,30,31,2:3,110,22,,"30,31",27,20,9
97226,2008/11/11,8,23,32,33,39,3:2,135,27,3尾(2),"32,33",31,25,11
97227,2008/11/12,5,11,24,28,31,3:2,99,19,1尾(2),,26,19,8
97228,2008/11/13,8,23,25,26,34,2:3,116,23,,"25,26",26,26,9
97229,2008/11/14,4,5,12,13,29,3:2,63,12,,"4,5|12,13",25,23,4
97230,2008/11/17,17,19,30,31,36,3:2,133,26,,"30,31",19,23,11
97231,2008/11/18,7,8,18,22,24,1:4,79,15,8尾(2),"7,8",17,29,5
97232,2008/11/19,29,30,31,33,34,3:2,157,31,,"29,30,31|33,34",5,17,14
97233,2008/11/20,2,21,28,38,39,2:3,128,25,8尾(2),"38,39",37,28,10
97234,2008/11/21,5,10,14,23,27,3:2,79,15,,,22,19,6
97235,2008/11/24,1,2,24,25,34,2:3,86,17,4尾(2),"1,2|24,25",33,16,7
97236,2008/11/25,5,12,15,18,29,3:2,79,15,5尾(2),,24,29,5
97237,2008/11/26,4,18,24,26,30,0:5,102,20,4尾(2),,26,22,8
97238,2008/11/27,8,14,21,28,36,1:4,107,21,8尾(2),,28,27,8
97239,2008/11/28,14,15,16,18,39,2:3,102,20,,"14,15,16",25,32,7
97240,2008/12/1,5,7,10,19,36,3:2,77,15,,,31,27,5
97241,2008/12/2,6,9,15,17,31,4:1,78,15,,,25,28,5
97242,2008/12/3,8,9,19,28,32,2:3,96,19,"8尾(2), 9尾(2)","8,9",24,36,6
97243,2008/12/4,17,19,21,38,39,4:1,134,26,9尾(2),"38,39",22,34,10
97244,2008/12/5,5,7,31,36,38,3:2,117,23,,,33,27,9
97245,2008/12/8,13,27,35,37,38,4:1,150,30,7尾(2),"37,38",25,30,12
97246,2008/12/9,2,26,28,31,35,2:3,122,24,,,33,22,10
97247,2008/12/10,14,20,22,27,30,1:4,113,22,0尾(2),,16,13,10
97248,2008/12/11,1,4,10,14,17,2:3,46,9,4尾(2),,16,16,3
97249,2008/12/12,10,14,23,25,32,2:3,104,20,,,22,14,9
97250,2008/12/15,2,5,33,36,39,3:2,115,23,,,37,25,9
97251,2008/12/16,12,16,18,25,28,1:4,99,19,8尾(2),,16,29,7
97252,2008/12/17,5,8,11,14,22,2:3,60,12,,,17,20,4
97253,2008/12/18,14,16,28,35,37,2:3,130,26,,,23,30,10
97254,2008/12/19,8,12,18,24,28,0:5,90,18,8尾(3),,20,30,6
97255,2008/12/22,5,6,20,31,37,3:2,99,19,,"5,6",32,19,8
97256,2008/12/23,3,11,20,25,37,4:1,96,19,,,34,16,8
97257,2008/12/24,2,15,25,36,37,3:2,115,23,5尾(2),"36,37",35,25,9
97258,2008/12/25,8,18,32,37,38,1:4,133,26,8尾(3),"37,38",30,33,10
97259,2008/12/26,11,12,25,26,35,3:2,109,21,5尾(2),"11,12|25,26",24,19,9
97260,2008/12/29,9,20,22,34,36,1:4,121,24,,,27,21,10
97261,2008/12/30,3,8,13,19,37,4:1,80,16,3尾(2),,34,30,5
97262,2008/12/31,8,12,36,37,39,2:3,132,26,,"36,37",31,32,10
98001,2009/1/1,6,11,14,17,32,2:3,80,16,,,26,20,6
98002,2009/1/2,12,20,30,38,39,1:4,139,27,0尾(2),"38,39",27,19,12
98003,2009/1/5,2,3,21,24,29,3:2,79,15,,"2,3",27,19,6
98004,2009/1/6,2,9,10,11,37,3:2,69,13,,"9,10,11",35,19,5
98005,2009/1/7,12,20,26,33,39,2:3,130,26,,,27,20,11
98006,2009/1/8,27,28,32,34,35,2:3,156,31,,"27,28|34,35",8,26,13
98007,2009/1/9,1,7,11,15,30,4:1,64,12,1尾(2),,29,14,5
98008,2009/1/12,10,15,20,22,36,1:4,103,20,0尾(2),,26,13,9
98009,2009/1/13,2,11,21,30,34,2:3,98,19,1尾(2),,32,8,9
98010,2009/1/14,4,14,25,34,38,1:4,115,23,4尾(3),,34,25,9
98011,2009/1/15,14,17,29,35,36,3:2,131,26,,"35,36",22,31,10
98012,2009/1/16,8,9,25,28,35,3:2,105,21,"5尾(2), 8尾(2)","8,9",27,35,7
98013,2009/1/19,3,18,24,31,36,2:3,112,22,,,33,22,9
98014,2009/1/20,5,8,26,32,38,1:4,109,21,8尾(2),,33,29,8
98015,2009/1/21,2,3,9,24,35,3:2,73,14,,"2,3",33,23,5
98016,2009/1/22,4,5,21,25,35,4:1,90,18,5尾(3),"4,5",31,20,7
98017,2009/1/23,2,14,21,33,39,3:2,109,21,,,37,19,9
98018,2009/1/26,2,7,14,31,39,3:2,93,18,,,37,23,7
98019,2009/1/27,2,6,9,21,36,2:3,74,14,6尾(2),,34,24,5
98020,2009/1/28,5,8,9,26,29,3:2,77,15,9尾(2),"8,9",24,37,4
98021,2009/1/29,4,9,16,26,31,2:3,86,17,6尾(2),,27,26,6
98022,2009/1/30,16,19,30,31,38,2:3,134,26,,"30,31",22,24,11
98023,2009/2/2,8,18,23,27,37,3:2,113,22,"7尾(2), 8尾(2)",,29,33,8
98024,2009/2/3,5,18,30,31,39,3:2,123,24,,"30,31",34,23,10
98025,2009/2/4,5,19,22,30,33,3:2,109,21,,,28,19,9
98026,2009/2/5,4,7,16,19,25,3:2,71,14,,,21,31,4
98027,2009/2/6,7,12,20,37,39,3:2,115,23,7尾(2),,32,25,9
98028,2009/2/9,6,12,15,21,23,3:2,77,15,,,17,17,6
98029,2009/2/10,20,21,24,26,30,1:4,121,24,0尾(2),"20,21",10,11,11
98030,2009/2/11,5,17,18,23,37,4:1,100,20,7尾(2),"17,18",32,30,7
98031,2009/2/12,5,6,24,32,36,1:4,103,20,6尾(2),"5,6",31,23,8
98032,2009/2/13,4,5,29,32,38,2:3,108,21,,"4,5",34,28,8
98033,2009/2/16,3,6,23,24,35,3:2,91,18,3尾(2),"23,24",32,21,7
98034,2009/2/17,1,9,18,25,36,3:2,89,17,,,35,29,6
98035,2009/2/18,1,10,19,22,34,2:3,86,17,,,33,16,7
98036,2009/2/19,7,9,15,23,31,5:0,85,17,,,24,25,6
98037,2009/2/20,2,5,19,22,24,2:3,72,14,2尾(2),,22,22,5
98038,2009/2/23,15,22,32,33,39,3:2,141,28,2尾(2),"32,33",24,21,12
98039,2009/2/24,3,6,11,20,30,2:3,70,14,0尾(2),,27,10,6
98040,2009/2/25,16,22,24,28,36,0:5,126,25,6尾(2),,20,26,10
98041,2009/2/26,2,5,6,27,35,3:2,75,15,5尾(2),"5,6",33,25,5
98042,2009/2/27,1,9,13,18,25,4:1,66,13,,,24,26,4
98043,2009/3/2,3,15,24,30,33,3:2,105,21,3尾(2),,30,15,9
98044,2009/3/3,1,11,19,21,22,4:1,74,14,1尾(3),"21,22",21,14,6
98045,2009/3/4,5,10,29,30,36,2:3,110,22,0尾(2),"29,30",31,20,9
98046,2009/3/5,1,25,29,31,38,4:1,124,24,1尾(2),,37,24,10
98047,2009/3/6,6,8,9,19,38,2:3,80,16,"8尾(2), 9尾(2)","8,9",32,40,4
98048,2009/3/9,10,21,24,33,36,2:3,124,24,,,26,14,11
98049,2009/3/10,4,7,9,34,38,2:3,92,18,4尾(2),,34,32,6
98050,2009/3/11,12,19,32,36,39,2:3,138,27,"2尾(2), 9尾(2)",,27,28,11
98051,2009/3/12,12,31,32,36,37,2:3,148,29,2尾(2),"31,32|36,37",25,18,13
98052,2009/3/13,3,4,13,25,36,3:2,81,16,3尾(2),"3,4",33,21,6
98053,2009/3/16,1,4,11,29,38,3:2,83,16,1尾(2),,37,23,6
98054,2009/3/17,5,7,13,35,37,5:0,97,19,"5尾(2), 7尾(2)",,32,27,7
98055,2009/3/18,4,27,32,35,38,2:3,136,27,,,34,26,11
98056,2009/3/19,2,30,31,33,39,3:2,135,27,,"30,31",37,15,12
98057,2009/3/20,9,17,33,34,36,3:2,129,25,,"33,34",27,29,10
98058,2009/3/23,5,22,24,27,28,2:3,106,21,,"27,28",23,26,8
98059,2009/3/24,5,17,21,31,38,4:1,112,22,1尾(2),,33,22,9
98060,2009/3/25,14,15,17,30,32,2:3,108,21,,"14,15",18,18,9
98061,2009/3/26,1,13,16,28,29,3:2,87,17,,"28,29",28,27,6
98062,2009/3/27,3,9,12,24,39,3:2,87,17,9尾(2),,36,27,6
98063,2009/3/30,8,15,25,26,28,2:3,102,20,"5尾(2), 8尾(2)","25,26",20,32,7
98064,2009/3/31,20,21,25,31,34,3:2,131,26,1尾(2),"20,21",14,11,12
98065,2009/4/1,11,16,22,31,36,2:3,116,23,"1尾(2), 6尾(2)",,25,16,10
98066,2009/4/2,13,16,23,29,31,4:1,112,22,3尾(2),,18,22,9
98067,2009/4/3,12,14,19,37,39,3:2,121,24,9尾(2),,27,31,9
98068,2009/4/6,16,20,35,36,39,2:3,146,29,6尾(2),"35,36",23,26,12
98069,2009/4/7,2,4,10,24,39,1:4,79,15,4尾(2),,37,19,6
98070,2009/4/8,3,8,10,26,33,2:3,80,16,3尾(2),,30,20,6
98071,2009/4/9,5,8,18,26,36,1:4,93,18,"6尾(2), 8尾(2)",,31,33,6
98072,2009/4/10,1,2,3,23,32,3:2,61,12,"2尾(2), 3尾(2)","1,2,3",31,11,5
98073,2009/4/13,3,6,17,30,38,2:3,94,18,,,35,24,7
98074,2009/4/14,3,5,21,29,30,4:1,88,17,,"29,30",27,18,7
98075,2009/4/15,3,23,29,35,38,4:1,128,25,3尾(2),,35,28,10
98076,2009/4/16,4,11,15,25,30,3:2,85,17,5尾(2),,26,15,7
98077,2009/4/17,7,8,32,33,39,3:2,119,23,,"7,8|32,33",32,29,9
98078,2009/4/20,1,3,29,37,39,5:0,109,21,9尾(2),,38,29,8
98079,2009/4/21,11,16,20,27,28,2:3,102,20,,"27,28",17,22,8
98080,2009/4/22,2,17,20,36,38,1:4,113,22,,,36,23,9
98081,2009/4/23,1,2,21,30,31,3:2,85,17,1尾(3),"1,2|30,31",30,5,8
98082,2009/4/24,11,20,28,36,38,1:4,133,26,8尾(2),,27,23,11
98083,2009/4/27,3,9,16,23,29,4:1,80,16,"3尾(2), 9尾(2)",,26,30,5
98084,2009/4/28,2,7,35,36,38,2:3,118,23,,"35,36",36,28,9
98085,2009/4/29,1,7,13,19,20,4:1,60,12,,"19,20",19,20,4
98086,2009/4/30,15,16,22,27,37,3:2,117,23,7尾(2),"15,16",22,27,9
98087,2009/5/1,12,13,29,31,36,3:2,121,24,,"12,13",24,21,10
98088,2009/5/4,12,15,16,29,33,3:2,105,21,,"15,16",21,25,8
98089,2009/5/5,6,22,28,34,37,1:4,127,25,,,31,27,10
98090,2009/5/6,5,7,16,35,39,4:1,102,20,5尾(2),,34,32,7
98091,2009/5/7,19,20,21,26,30,2:3,116,23,0尾(2),"19,20,21",11,16,10
98092,2009/5/8,1,14,22,33,34,2:3,104,20,4尾(2),"33,34",33,14,9
98093,2009/5/11,1,10,16,24,39,2:3,90,18,,,38,20,7
98094,2009/5/12,1,9,11,31,34,4:1,86,17,1尾(3),,33,16,7
98095,2009/5/13,11,16,20,30,37,2:3,114,22,0尾(2),,26,14,10
98096,2009/5/14,9,10,20,33,37,3:2,109,21,0尾(2),"9,10",28,19,9
98097,2009/5/15,24,25,26,37,39,3:2,151,30,,"24,25,26",15,31,12
98098,2009/5/18,3,12,13,36,38,2:3,102,20,3尾(2),"12,13",35,22,8
98099,2009/5/19,3,9,11,29,31,5:0,83,16,"1尾(2), 9尾(2)",,28,23,6
98100,2009/5/20,9,15,18,22,23,3:2,87,17,,"22,23",14,27,6
98101,2009/5/21,2,13,20,32,39,2:3,106,21,2尾(2),,37,16,9
98102,2009/5/22,3,11,12,27,34,3:2,87,17,,"11,12",31,17,7
98103,2009/5/25,1,27,30,33,39,4:1,130,26,,,38,20,11
98104,2009/5/26,1,7,16,34,36,2:3,94,18,6尾(2),,35,24,7
98105,2009/5/27,14,17,21,26,32,2:3,110,22,,,18,20,9
98106,2009/5/28,9,11,30,34,38,2:3,122,24,,,29,22,10
98107,2009/5/29,5,6,9,25,38,3:2,83,16,5尾(2),"5,6",33,33,5
98108,2009/6/1,1,20,21,29,31,4:1,102,20,1尾(3),"20,21",30,12,9
98109,2009/6/2,1,4,6,12,18,1:4,41,8,,,17,21,2
98110,2009/6/3,8,10,20,24,37,1:4,99,19,0尾(2),,29,19,8
98111,2009/6/4,15,19,25,28,36,3:2,123,24,5尾(2),,21,33,9
98112,2009/6/5,2,12,14,15,38,1:4,81,16,2尾(2),"14,15",36,21,6
98113,2009/6/8,9,13,22,27,33,4:1,104,20,3尾(2),,24,24,8
98114,2009/6/9,6,23,31,34,38,2:3,132,26,,,32,22,11
98115,2009/6/10,12,24,27,31,35,3:2,129,25,,,23,19,11
98116,2009/6/11,14,15,19,25,33,4:1,106,21,5尾(2),"14,15",19,26,8
98117,2009/6/12,4,19,33,34,35,3:2,125,25,4尾(2),"33,34,35",31,25,10
98118,2009/6/15,7,13,18,21,27,4:1,86,17,7尾(2),,20,26,6
98119,2009/6/16,4,6,15,19,20,2:3,64,12,,"19,20",16,24,4
98120,2009/6/17,7,12,16,27,36,2:3,98,19,"6尾(2), 7尾(2)",,29,28,7
98121,2009/6/18,1,11,19,24,29,4:1,84,16,"1尾(2), 9尾(2)",,28,24,6
98122,2009/6/19,6,12,18,21,37,2:3,94,18,,,31,24,7
98123,2009/6/22,10,17,21,25,34,3:2,107,21,,,24,17,9
98124,2009/6/23,17,20,21,31,32,3:2,121,24,1尾(2),"20,21|31,32",15,11,11
98125,2009/6/24,16,21,22,34,38,1:4,131,26,,"21,22",22,21,11
98126,2009/6/25,2,10,19,28,38,1:4,97,19,8尾(2),,36,27,7
98127,2009/6/26,13,15,20,27,39,4:1,114,22,,,26,24,9
98128,2009/6/29,3,7,9,15,24,4:1,58,11,,,21,28,3
98129,2009/6/30,1,11,21,29,31,5:0,93,18,1尾(4),,30,13,8
98130,2009/7/1,9,11,25,32,33,4:1,110,22,,"32,33",24,20,9
98131,2009/7/2,4,10,25,30,31,2:3,100,20,0尾(2),"30,31",27,10,9
98132,2009/7/3,2,4,14,29,35,2:3,84,16,4尾(2),,33,24,6
98133,2009/7/6,3,6,7,13,23,4:1,52,10,3尾(3),"6,7",20,22,3
98134,2009/7/7,1,22,27,30,36,2:3,116,23,,,35,16,10
98135,2009/7/8,12,13,22,24,33,2:3,104,20,"2尾(2), 3尾(2)","12,13",21,14,9
98136,2009/7/9,6,17,21,35,37,4:1,116,23,7尾(2),,31,26,9
98137,2009/7/10,3,15,25,26,31,4:1,100,20,5尾(2),"25,26",28,20,8
98138,2009/7/13,14,16,31,36,37,2:3,134,26,6尾(2),"36,37",23,24,11
98139,2009/7/14,3,4,7,15,23,4:1,52,10,3尾(2),"3,4",20,22,3
98140,2009/7/15,2,5,27,36,37,3:2,107,21,7尾(2),"36,37",35,27,8
98141,2009/7/16,2,10,21,37,39,3:2,109,21,,,37,19,9
98142,2009/7/17,1,3,6,15,33,4:1,58,11,3尾(2),,32,18,4
98143,2009/7/20,4,8,9,17,38,2:3,76,15,8尾(2),"8,9",34,36,4
98144,2009/7/21,3,17,24,25,32,3:2,101,20,,"24,25",29,21,8
98145,2009/7/22,3,6,10,13,22,2:3,54,10,3尾(2),,19,14,4
